spacecraft,ref_a,ref_b,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8
NOAA_RTSW,2023-10-08 00:00,2023-10-09 20:00,2023-10-08 04:00,2023-10-08 08:00,2023-10-08 12:00,2023-10-08 16:00,,,,
